PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|TOTAL_BRS|TOTAL_FULL_BATHS|TOTAL_HALF_BATHS|BASEMENT_FEATURE|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|BASEMENT|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|ELECTRIC_FEATURE|ROAD_TYPE|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"MF"|73374133|"CN221223"|"AN6941"|"ACT"|339000|"12"|"Payton St"||2010||"02905"|"N"|"A home with 4 bedrooms and 2 bathrooms near Roger Williams Park. Great potential to easily convert to a two family with the new Providence zoning laws, offering a great opportunity for owner-occupants or investors. A large fenced backyard with a patio, perfect for outdoor entertaining or relaxing. Ideally located near everything.  This property requires significant cosmetic updates, and the listing price reflects its current condition.  This is an excellent opportunity for a buyer with renovation experience or comfortable with home improvement projects. Will not qualify for FHA Financing."|6|5/13/2025 10:40:00 PM|0|"N"||"G"|2|3|8|0|2|3485|0.08|1647|"Providence"|"RI"|1930|305900|5613|"2025"|4|2|0|"A,Q"|"2f;0h"|"N"||"N"||"Y"||"N"|||"A"|"N"|1647||
"MF"|73378503|"CN221223"|"AN6941"|"ACT"|620000|"113"|"Althea St"||2010||"02907"|"N"|"This spacious 3 Family Home offers an excellent investment opportunity, featuring three units each with three bedrooms, a double living room, a kitchen, and beautiful hardwood floors. With separate utilities for each unit, plenty of off-street parking, and a two-car garage that presents potential for additional rental income. This property is well-suited for both owner-occupants and investors alike. Property is being sold in as-is condition."|41|5/21/2025 5:35:00 PM|0|"N"||"J"|3|3|18|2|4|4000|0.09|3168|"Providence"|"RI"|1920|515200|9453|"2025"|9|3|0|"A,D"|"3f;0h"|"N"||"N"||"Y"||"N"|||"A"|"N"|3168||
"MF"|73369025|"CN204758"|"AN7117"|"ACT"|649900|"23-25"|"Young ST"||2011||"02860"|"N"|"Move in ready!!! Well maintained 3 families in Pawtucket, near the old MCcoy Stadium. The first and second floor have 2 bedrooms each and a spacious double living room. The third floor has 2 bedrooms and central air. The has a young roof, hardwood floors, separated utilities, and a private fenced in yard. Each floor has their own laundry hookup in the basement and storage units. Property will be delivered vacant at closing."|14|5/29/2025 10:01:00 AM|0|"N"||"J"|3|3|15|0|6|5000|0.11|3108|"Providence"|"RI"|1900|467200|5765|"2024"|6|3|0||"3f;0h"|"N"||"N"||"N"||"N"||||"N"|3108||
"MF"|73403305|"BB980005"|"BB4587"|"ACT"|949000|"186"|"Summit St"||2011||"02860"|"N"|"Investors and developers—a rare opportunity to own a fully updated six-unit converted mansion with outstanding upside potential. The property features three spacious two-bedroom, two-bath units, each with in-unit laundry, & three modern one-bedroom, one-bath units. Inside, you’ll find a dramatic leather-walled foyer & a grand staircase, with all units offering updated tile baths, newer kitchens, & hardwood floors. Heating is efficient & reliable with three gas forced hot air systems & three gas baseboard systems. The exterior is maintenance-free, & the large yard provides ample parking. There is an extra lot, which may be buildable, is available for separate purchase, though parking is plentiful without it. The building is currently occupied by long-term tenants on predominantly month-to-month leases at below-market rents, giving you immediate value-add potential. This turnkey investment offers condo conversion possibilities and impressive curb appeal. Truly a significant investment!"|42|7/11/2025 2:18:00 PM|0|"N"||"E"|6|3|20|0|6|8200|0.19|4277|"Providence"|"RI"|1900|500500|10811|"2024"|9|6|0|"A"|"6f;0h"|"N"||||"Y"||"N"||||"N"|4277||
"MF"|73405434|"BB300299"|"AN3959"|"ACT"|990000|"19"|"Barney Ave"||2011||"02860"|"N"|"??? Exceptional Investment Opportunity – 6-Unit Multi-Family PropertyUnlock the potential of this rare income-generating property featuring two well-maintained residential buildings, each with 3 units—for a total of 6 apartments and over $100,000 in gross annual income.?? Property Highlights:?? 6 total units across two separate structures?? $100K+ gross annual income?? 3 units leased, 3 units TAW (tenant-at-will)—flexibility for investors?? Off-street parking with three private driveways?? Small public green space directly in front of the property??? Recent upgrades:New hot water heater tankNew roof on Barney Ave building?? Only one unit currently vacant—ready for immediate occupancy or customization?? Prime Location:??? Easy access to I-95 and close to the Massachusetts border?? Commuter rail stop (Amtrak line to Boston) just 1 mile away??? Quiet residential neighborhood—ideal for tenants seeking peace and convenience"|6|7/16/2025 2:32:00 PM|0|"N"||"E"|6|3|29|0|7|5884|0.14|5400|"Providence"|"RI"|1920|565200|10506|"2024"|16|5|0|"A,I,M,Q"|"5f;0h"|"N"||"N"||"Y"||"N"||"D"||"N"|5400||
"MF"|73328192|"K9502820"|"AN8370"|"ACT"|485000|"417-423"|"Broad St"||2013||"02864"|"N"|"Perfect opportunity to own this multi-unit, multi building property! Both building interiors have been newly renovated! Both roofs just 5 years old! Front building has 3 units, 1st floor is commercial, 2nd floor is a 2 bedroom/1 bath with bonus room and the 3rd floor is a 2 bedroom/1bath. The rear building is a single family with 3 bedrooms/1.5 baths. Both share the same water supply and must be sold as a package."|32|2/25/2025 12:44:00 PM|0|"N"||"C"|4|3|17|0|6|6972|0.16|3250|"Providence"|"RI"|1940|383100|4578|"2024"|7|4|1|"A"|"4f;1h"|"N"||||"Y"||"N"||"H"|"A"|"N"|3250||
"MF"|73345279|"CN209483"|"AN3551"|"ACT"|1250000|"133"|"Church St"||2015||"02895"|"N"|"Prime opportunity to acquire this well performing 9-unit property with the option to purchase an additional 4 units to total a 13-unit acquisition. This Church Street property offers 9 units across three buildings on one parcel. Featuring 133 Church Street with 4 units, 121 Church Street with 4 units and 125 Church Street - a single family. Both 133 and 121 Church Street offer the potential for adding more units on the third level of each building. Also offering ample parking, well maintained buildings with low maintenance vinyl siding, young roofs, separate electric & gas meters, coin-op laundry, fire coded, detached garage & more. Strong numbers - tenants pay own utilities. This property has the potential to be subdivided into 3 different properties. Also available as a portfolio sale of 13 total units with two additional 2 family properties located at 125-127 Elm Street & 7-9 Gaulin Avenue. See MLS# 73345997."|36|3/13/2025 3:57:00 PM|0|"N"||"E"|9|2|38|1|18|17450|0.4|6988|"Providence"|"RI"|1900|966600|18527|"2024"|17|9|0|"A,E,G"|"9f;0h"|"N"||"N"||"Y"|"N"|"N"||"B,D,F,J"|"A,C,E,I"|"N"|6988||
"MF"|73346010|"CN209483"|"AN3551"|"ACT"|549000|"125"|"Elm Street"||2015||"02895"|"N"|"This listing consists of two abutting 2 family properties being sold together for a total of 4 units: 125-127 Elm Street and 7-9 Gaulin Avenue. Spacious and well-maintained properties with excellent rental history and cash flow. All units feature separate electric and gas utilities for tenants to pay."|18|3/16/2025 12:52:00 PM|0|"N"||"M"|4|3|24|0|2|6720|0.15|5978|"Providence"|"RI"|1900|812600|8185|"2024"|12|4|0|"A,E,F,G,Q,R"|"4f;0h"|"N"||"N"||"Y"|"N"|"N"||"B,D,F,J"|"A,C,E"|"N"|5978|0|
"MF"|73387645|"CN231330"|"AN6902"|"ACT"|580000|"440"|"Main St"||2027||"02804"|"N"|"Opportunity knocks at 440 Main St in Ashaway! This unique two-family home offers flexible living options—an excellent opportunity for investors to secure market rent, as both units will convey vacant. It’s also perfect for multi-generational living or renting one unit while living in the other. The first-floor unit includes 2 bedrooms, 1.5 baths, a spacious living room, an eat-in kitchen, laundry, and an attached 2-car garage. The second-floor unit features 3 bedrooms, 1 bath, an eat-in kitchen, office, laundry, and living room. With just a light cosmetic touch, this property is ready to shine. Set on a generous lot, it also includes a large workshop space with two garage bays—ideal for hobbyists, storage, or those who work from home and need room to create. Conveniently located near I-95, the Connecticut border, and local amenities. A rare and versatile property—don’t miss your chance! Conveniently located near I-95, the CT border, and local amenities."|42|6/9/2025 7:45:00 AM|0|"N"||"G"|2|2|15|2|4|47916|1.1|2544|"Washington"|"RI"|1940|349100|5258.45|"2024"|5|2|0|"Q"|"2f;0h"|"N"||"N"||"Y"||"N"||"H"||"N"|2544||
"MF"|73393544|"CN246246"|"AN9031"|"ACT"|464900|"1166"|"Douglas Avenue"||2033||"02904"|"N"|"Fantastic opportunity for investors or owner occupied to own this well maintained 2 family home, finished hardwood floors, 2 bedrooms and 1 bathroom in each floor. One bedroom and bathroom in basement which can be used as additional living area. Dishwasher installed on the first floor kitchen. Separate utilities with gas heat and hot water for both floors. 2 car garages, 4 additional parking spaces and lots of updates made including complete replacement of garage roof. Close to stores, schools and much more! Easy access to highways. Schedule a showing today!!!!"|22|6/19/2025 7:21:00 AM|0|"N"||"G"|2|2|6|1|4|4792|0.11|1924|"Providence"|"RI"|1928|296700|4928|"2024"|4|2|0|"A,D,G"|"2f;0h"|"N"||||"Y"||"Y"||"A"||"N"|1144|780|
"MF"|73376695|"G8000835"|"AN2639"|"ACT"|489900|"942"|"Lakeveiw Dr"||5094||"04358"|"N"|"Motivated Seller. Contractors dream! Property sits on 3 different roads! Potential expansion and development, Tenants enjoy water views of China Lake. Swimming access within 2.5 miles with public boat landing. Hugh upside revenue potential: rents are significantly below market value. A rare opportunity to purchase a revenue producing property or move in an let the tenant's pay for your mortgage. A vacation area your tenants will not want to leave. 4-unit complex. Utilities paid by tenants. Great investment for new and experienced investors. Majority of roof is six months old."|10|5/16/2025 9:56:00 PM|0|"N"||"C"|4|2|17|0|11|130680|3|4581|"Kennebec"|"ME"|1900|239100|3243|"2024"|9|5|0|"A,G,M,Q"|"5f;0h"|"N"||"Y"|"G,M"|"Y"|"N"|"N"||"L"|"A,C,E"|"N"|4581||
"MF"|73381985|"BB804911"|"BB2945"|"BOM"|799900|"175"|"Prospect Ave"||20||"02151"|"N"|"Welcome to 175 Prospect Ave, Revere – A Spacious Two-Family with Inground Pool and Prime Location. Don’t miss this incredible opportunity to own a well-maintained two-family home in one of Revere’s most desirable neighborhoods. Perfect for owner-occupants or investors, this property offers versatility, strong rental potential, and outdoor space that’s hard to find. Unit 1 has 2 bedrooms and 1 bathroom and features a spacious layout with a modern kitchen, hardwood floors, and great natural light. Unit 2 is also a 2 bedroom 1 bathroom and is in need of updates but offers solid bones and the chance to build equity with some TLC. The large fenced-in backyard is a true highlight, complete with an inground pool, oversized deck, and plenty of room for entertaining or relaxing all summer long. Additional features include a private driveway, updated utilities, and a full basement with storage or expansion potential. Located minutes from Revere Beach, public transportation, Route 1, and shops."|31|7/22/2025 11:56:00 AM|0|"N"||"A"|2|2|9|0|2|10363|0.24|1756|"Suffolk"|"MA"|1938|744500|6753|"2025"|4|2|0|"A"|"2f;0h"|"N"||"N"||"Y"|"N"|"N"||"C"|"A,C,E,I"|"N"|1756||
"MF"|73367065|"BB600070"|"AN2383"|"BOM"|999900|"68-70"|"FLOYD STREET"||21||"02152"|"N"|"VERY IMPORTANT!   SHOWINGS TO BEGIN IN A BACK UP POSITION......AMAZING PICTURE POST CARD SETTING FOR THIS BEAUTIFUL HOME IN WINTHROP'S HIGHLANDS LOCATION. This legal 2 family will appeal to single family Buyers as well.  A "" younger"" home compared to most, this multi-level Contemporary has an open floor plan, eat in kitchen open to a great room with skylights and a slider to the large private yard. The second level has a main suite with private bath and custom walk in closet. There is also another full bath and 2 good size bedrooms.  The lower level has a large finished family room, half bath and cedar closet.  Unit two has its own private entrance and is perfect for a family member or, is an easy rental with high demand in this current market. There is plenty of off street parking and the pretty landscaping is easy to maintain with the sprinkler system to assist you. Truly a home to enjoy, with an inground pool and large patio area and just steps to the beach!  O.HOUSE Wed.7/23,5-6:30"|32|4/30/2025 12:39:00 PM|0|"N"||"A"|2|3|11|0|4|9001|0.21|3432|"Suffolk"|"MA"|1958|913000|9422|"2025"|4|3|1|"A,F,G"|"3f;1h"|"N"||"Y"|"J"|"Y"||"Y"|"Includes a family room in the basement"|"D"|"A,E,I"|"N"|2632|800|
"MF"|73357289|"H9500325"|"AN1807"|"BOM"|1950000|"34"|"Channing St"||39||"02458"|"N"|"BACK ON MARKET!   Attention investors, developers, and homebuyers! Don’t miss this rare opportunity to own a 3-family property in highly desirable Newton Corner. This versatile building offers incredible potential—whether for condo conversion or strong rental income. Each spacious, sun-filled unit features hardwood floors, generous living areas, and well-designed layouts. Unit 1: 4 beds, 2 full baths, LR, DR, central AC; Unit 2: 3 beds, 1 bath, window AC; Unit 3: 5 beds, 2 full baths, central ACRecent updates include renovated kitchens, central vacuum, garbage disposals, and individual washer/dryer hookups. Ideally located near public transit, restaurants, shops, and just moments from Exit 17 on the Mass Pike—perfect for commuters. Buyers to perform their own due diligence. Just done de-leading in July 2025."|22|4/9/2025 2:32:00 PM|0|"N"||"B"|3|5|19|0|5|3350|0.08|5337|"Middlesex"|"MA"|1910|1918100|18721|"2024"|11|5|0|"A,E,G,I"|"5f;0h"|"N"||"N"||"Y"||"Y"|"Living area includes finished basement & attic. Data is from recent licensed survey company."||"A"|"N"|4848|489|
"MF"|73400001|"CN243413"|"AN3817"|"BOM"|420000|"614"|"County St"||156||"02740"|"N"|"Back on the market due to a breakdown in communication between the buyer and their agent regarding offer terms. No fault of the home, motivate seller - showings resume immediately! Charming 2-family home featuring a cottage-style setup on the second floor. Perfect for owner-occupants or investors, this property offers spacious units, off-street parking, and a convenient location close to local amenities. Solar panels will transfer to the new owner, offering energy efficiency and long-term savings. Units will be delivered vacant. Don’t miss this versatile opportunity! Buyer and buyer's agent to perform all due diligence and verify all information."|24|7/7/2025|0|"N"||"A"|2|2|12|0|2|2653|0.06|2879|"Bristol"|"MA"|1870|390300|4414|"2025"|6|2|0||"2f;0h"|"N"||||"Y"||"N"||"F"|"A"|"N"|2879||
