PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|CI_TYPE|SPACE_AVAILABLE|RSU_UNITS|RSF_BLDG_SF|OFU_UNITS|OFF_BLDG_SF|REU_UNITS|REF_BLDG_SF|WAU_UNITS|WAF_BLDG_SF|MAU_UNITS|MAF_BLDG_SF|NO_STORIES|TOTAL_UNITS|TOTAL_BLDG_SF|LOT_SIZE|ACRE|PARKING_SPACES|PARKING_FEATURE|SHORT_SALE_LENDER_APP_REQD
"CI"|73400657|"BB809571"|"AN0907"|"ACT"|22|"11"|"Boyd St"|"Garden"|41||"02472"|"N"|"Price includes owner finishing the space.One of a kind warehouse/office hybrid space. Newton/Watertown line.  Garden level. Needs cosmetics but well worth it at this price. Heat and hot water included. Perfect for light industrial, kinder garden, after school, office, etc. 7 parking can be included in rent. Don't miss this! Right off the mass pike highway. In the zone of major biotech development in Watertown Sq. Hard to find a better location or price in this prime area."|10|7/7/2025 11:50:00 PM|0|"N"||"Middlesex"|"MA"|"G"|"B"|0|0|1|3000|0|0|1|3000|0|0|2|1|3000|10964|0.25|7|"B,C,E"|"N"
"CI"|73400658|"BB809571"|"AN0907"|"ACT"|3500|"368"|"Boylston"||12||"02445"|"N"|"Retail space. Corner of cypress and route 9. Former medical non profit offices. Amazing location around the corner from the T."|8|7/7/2025 11:51:00 PM|0|"N"||"Norfolk"|"MA"|"A"|"B"|0|0|0|0|1|650|0|0|0|0|1|1|650|99999|2.3|1||"N"
"CI"|73400659|"BB809571"|"AN0907"|"ACT"|6000|"320"|"washington"|"201"|1|"011"|"02135"|"N"|"Spacious 4,000 Sq. Ft. Commercial Space in Prime Brighton Location – $6,000/MonthAn exceptional opportunity to lease 4,000 square feet of flexible commercial office space on the 2nd floor of an elevator building in the highly sought-after Brighton, MA neighborhood. Perfectly situated for maximum front exposure, this property offers an ideal location for a variety of businesses, office, storage or service-based ventures."|1|7/7/2025 11:52:00 PM|0|"N"||"Suffolk"|"MA"|"E"|"B"|0|0|1|4000|0|0|0|0|0|0|4|1|4000|999|0.02|6|"A"|"N"
"CI"|73400661|"BB809571"|"AN0907"|"ACT"|31|"320"|"Washington St"|"2nd floor"|12|"06W"|"02445"|"N"|"Suite available. Big open space and 2 private offices. Front facing. Elevator building. Heart of Brookline Village."|5|7/7/2025 11:53:00 PM|0|"N"||"Norfolk"|"MA"|"E"|"B"|0|0|1|1500|0|0|0|0|0|0|4|1|1500|9999|0.23|0||"N"
"CI"|73400663|"BB809571"|"AN0907"|"ACT"|14200|"1187"|"Beacon St"|"1"|12|"06Y"|"02446"|"N"|"Explore a unique opportunity at Temple Ohabei Shalom, a historic congregation founded in 1842 as Massachusetts' first synagogue. Designed by renowned Boston architects Blackall, Clapp, and Whittemore, this distinguished space carries the name ""Lovers of Peace. ""Features: Sanctuary accommodating up to 1400 individuals, Basement area perfect for parties and events, hosting up to 700 guests. Second chapel room ideal for smaller gatherings, with a capacity of 250. We are currently seeking a partner interested in sharing the space on Sundays, with potential options for evening events. If you're intrigued by this opportunity, please reach out via phone or email, and let's discuss how we can collaborate to create memorable experiences. Looking for churches, theatre groups, musical organizations, schools and more.  Call to discuss."|38|7/7/2025 11:54:00 PM|0|"N"||"Norfolk"|"MA"|"A"|"B"|0|0|0|0|1|27115|0|0|0|0|999|1|27115|9999|0.23|5|"A,B,F"|"N"
"CI"|73400664|"BB809571"|"AN0907"|"ACT"|32|"88"|"Broad St"|"403"|1|"111"|"02110"|"N"|"Stand alone boutique Office Building in the heart of the financial district. Don't miss these unique style offices with direct access off the elevator. Building has window exposure on all sides and offers harbor views on the upper floors.  Construction is brick with a stone façade.  It has energy-efficient, double-glazed windows.  New HVAC with 5 heat pumps per floor, new/updated bathrooms and redesigned, modern elevators. Building has a new electrical system designed to tenant specifications and full fire protection.  There is a gorgeous 3-level spacious lobby entry with handy capped accessibility to elevator level."|16|7/7/2025 11:55:00 PM|0|"N"||"Suffolk"|"MA"|"E"|"B"|0|0|1|2696|0|0|0|0|0|0|8|1|2696|7436|0.17|0||"N"
"CI"|73400665|"BB809571"|"AN0907"|"ACT"|32|"88"|"Broad St"|"5th"|1|"111"|"02110"|"N"|"Stand alone boutique Office Building in the heart of the financial district. Don't miss these unique style offices with direct access off the elevator. Building has window exposure on all sides and offers harbor views on the upper floors.  Construction is brick with a stone façade.  It has energy-efficient, double-glazed windows.  New HVAC with 5 heat pumps per floor, new/updated bathrooms and redesigned, modern elevators. Building has a new electrical system designed to tenant specifications and full fire protection.  There is a gorgeous 3-level spacious lobby entry with handy capped accessibility to elevator level. 5th floor suite. Others available!"|14|7/7/2025 11:57:00 PM|0|"N"||"Suffolk"|"MA"|"E"|"B"|0|0|1|2315|0|0|0|0|0|0|8|1|2315|7436|0.17|0||"N"
"CI"|73400666|"BB809571"|"AN0907"|"ACT"|32|"88"|"Broad St"|"302"|1|"111"|"02110"|"N"|"Stand alone boutique Office Building in the heart of the financial district. Don't miss these unique style offices with direct access off the elevator. Building has window exposure on all sides and offers harbor views on the upper floors.  Construction is brick with a stone façade.  It has energy-efficient, double-glazed windows.  New HVAC with 5 heat pumps per floor, new/updated bathrooms and redesigned, modern elevators. Building has a new electrical system designed to tenant specifications and full fire protection.  There is a gorgeous 3-level spacious lobby entry with handy capped accessibility to elevator level."|15|7/7/2025 11:58:00 PM|0|"N"||"Suffolk"|"MA"|"E"|"B"|0|0|1|1551|0|0|0|0|0|0|8|1|1551|7436|0.17|0||"N"
"CI"|73400668|"BB809571"|"AN0907"|"ACT"|30|"88"|"Broad St"||1|"111"|"02110"|"N"|"Stand-alone boutique Office Building in the heart of the financial district. Don't miss these unique style offices with direct access off the elevator. The building has window exposure on all sides and offers harbor views on the upper floors. The construction is brick with a stone façade.  It has energy-efficient, double-glazed windows. New HVAC with 5 heat pumps per floor, new/updated bathrooms and redesigned modern elevators. The building has a new electrical system designed to tenant specifications and full fire protection.  There is a gorgeous 3-level spacious lobby entry with handy capped accessibility to the elevator level."|28|7/8/2025 12:02:00 AM|0|"N"||"Suffolk"|"MA"|"E"|"B"|0|0|5|17000|0|0|0|0|0|0|8|5|17000|7436|0.17|0||"N"
"CI"|73400697|"CN245873"|"AN2056"|"ACT"|900|"594"|"Marret"|"3"|63||"02421"|"U"|"Available for lease at 594 Marrett Rd, Unit 3, Lexington – a 305 sq. ft. commercial space ideal for a small office, studio, or professional workspace. Located in a well-maintained building with easy access to Route 2 and I-95, this space offers a convenient location in Lexington’s desirable business corridor. Great for lawyers, accountants and Therapists."|17|7/8/2025 2:16:00 AM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|1|305|0|0|0|0|0|0|0|||999|0.02|3||"U"
"CI"|73400793|"CN226570"|"AN4557"|"ACT"|725000|"12"|"Banton St"||1||"02124"|"N"|"12 Banton Street provides an excellent opportunity for a contractor, manufacturer, or small distribution user to acquire a well maintained industrial building with easy access to downtown Boston. The property features 1,560 square feet of garage space on the main level with roughly 1000 square feet of finished office/storage space below."|5|7/8/2025 9:31:00 AM|0|"N"||"Suffolk"|"MA"|"B"|"A"|0|0|1|1000|0|0|1|1560|0|0|2|1|2560|1700|0.04|0|"G"|"N"
"CI"|73400821|"CN226570"|"AN4557"|"ACT"|23|"1221"|"Main St"||193||"02190"|"N"|"Fully Built-out Office Space Includes Private Offices, Conference/training Rooms, Reception Area, in-suite Bathrooms and Kitchenette. As-is or Build to Suit and Can Be Subdivided.1221 Main Street is a 4-story, elevatored, multi-tenanted building offering spaces of varying size, which are available for lease.The building offers an attractive mix of office and medical space that is ready as-is, or can be built to suit. Situated on the widened Route 18 in a strong trade area, 1221 Main Street has a traffic count of over 30,000 VPD.The property is easily accessible from Route 3 and 128. Located 25 minutes south of downtown Boston, the building is convenient to the South Shore Hospital, Union Point and the South Weymouth MBTA Commuter Rail Station."|4|7/8/2025 9:57:00 AM|0|"N"||"Norfolk"|"MA"|"E"|"B"|0|0|1|4850|0|0|0|0|0|0|4|1|4850|65367|1.5|127||"N"
"CI"|73400841|"CN238628"|"AN7887"|"ACT"|3000|"49"|"Lowell St"|"2"|315||"01970"|"U"|"Newly renovated commercial space available for lease, offering approximately 1795 sq ft. This versatile space is ideal for various professional businesses, including offices, beauty or creative studios. The unit includes 10 dedicated parking spaces, with additional parking available at an extra cost if needed. Located in the heart of Peabody, this beautiful brick building provides easy access to major highways, shopping and restaurants."|7|7/8/2025 10:17:00 AM|0|"N"||"Essex"|"MA"|"A"|"B"|0|0|1|1795|0|0|0|0|0|0|2|1|1795|0||10|"A,B"|"N"
"CI"|73400867|"CN240660"|"AN7845"|"ACT"|1.5|"45"|"School Street"||173||"02780"|"U"|""|4|7/8/2025 10:52:00 AM|0|"N"||"Bristol"|"MA"|"A"|"B"|0|0|7|7520|0|0|0|0|0|0|2|||13939|0.32|6|"A"|"U"
"CI"|73400905|"CT008769"|"AN3817"|"ACT"|100000|"300"|"Rivet St"||156||"02744"|"N"|"This conveniently located 4,517-square-foot lot offers excellent potential for private or commercial parking. Situated in a high-visibility area with easy access to downtown, Route 18, and just minutes from the new commuter rail station, this property is ideal for nearby business overflow, leased parking income, or future development (zoned MUB). A rare opportunity to own valuable space in a rapidly developing area—don’t miss out! Buyers to do their own due diligence"|1|7/8/2025 11:20:00 AM|0|"N"||"Bristol"|"MA"|"H"|"A"|0|0|0|0|0|0|0|0|0|0|0|||4517|0.1|10|"A"|"N"
"CI"|73400999|"NB900431"|"AN4282"|"ACT"|500000|"6"|"N Beach St"|"6"|112|"BRP"|"02554"|"U"|"Don't miss this rare Membership Opportunity. The Nantucket lifestyle is yours at The Brant. Situated in verdant Brant Point, this impeccable property combines the classic charm of Nantucket with design-forward sophistication with luxury finishes. Coveted town location, close to beaches and the vibrant harbor waterfront.  Arrive to a stocked fridge and private bar, explore remoted beaches in a members-only Jeep Wrangler, and let the concierge arrange island excursions, exclusive restaurants, and spa days. On-site member storage for your clubs and rods.  Escape to The Barn on The Brant's lush grounds, boasting a bar and exclusive members' lounge. It faces onto the outdoor pool where members mingle with fresh cocktails by day and gather by fire pits at night. Whether coming for a getaway, bringing the family, or entertaining a client, choose the home that is right for each stay, from studios,1,2, and 3 bedroom residences. Enjoy Nantucket for years to come."|27|7/8/2025 12:45:00 PM|0|"N"||"Nantucket"|"MA"|"C"|"A"|26|0|0|0|0|0|0|0|0|0|2|||0|0|0|"S"|"U"
"CI"|73401014|"M9500023"|"M95007"|"ACT"|15|"242"|"King St"|"B"|530||"01060"|"N"|"Northampton: For Lease.  2,100 SF of retail space in highly visible location at the Stop & Shop intersection on King Street in Northampton.  Multi-tenanted building that is 9,900 SF in total with Auto Zone as neighboring tenant.  Open floorplan with new flooring, windows and doors, with single lavatory and storage in rear.  Rooftop HVAC/Central Air.  Zoned Highway Business.  Conveniently located within 1-2 miles of Interstate 91."|3|7/8/2025 12:59:00 PM|0|"N"||"Hampshire"|"MA"|"A"|"B"|0|0|0|0|1|2100|0|0|0|0|1|1|2100|23731|0.54|24|"K"|"N"
"CI"|73401030|"CT005529"|"AN4557"|"ACT"|25|"16"|"Commerce Blvd"||180||"02346"|"N"|""|15|7/8/2025 1:16:00 PM|0|"N"||"Plymouth"|"MA"|"E"|"B"|0|0|1|3030|0|0|0|0|0|0|1|1|3030|138956|3.19|50|"K"|"N"
"CI"|73401048|"CT003893"|"NA9365"|"ACT"|268000|"200"|"Lincoln Street"|"404"|1|"112"|"02111"|"N"|"Economical office condominium with efficient layout. Front-facing on the fourth floor with large windows, the unit is configured with a large open work area and two private windowed offices. The building is professionally managed and is located just steps away from South Station."|5|7/8/2025 1:34:00 PM|0|"N"||"Suffolk"|"MA"|"F"|"C"|0|0|1|449|0|0|0|0|0|0|1|1|449|449|0.01|0||"N"
"CI"|73401051|"CT003893"|"NA9365"|"ACT"|1800|"200"|"Lincoln Street"|"404"|1|"112"|"02111"|"N"|"Economical office condominium with efficient layout. Front-facing on the fourth floor with large windows, the unit is configured with a large open work area and two private windowed offices. The building is professionally managed and is located just steps away from South Station."|5|7/8/2025 1:37:00 PM|0|"N"||"Suffolk"|"MA"|"F"|"C"|0|0|1|449|0|0|0|0|0|0|1|1|449|449|0.01|0||"N"
"CI"|73401079|"CT005529"|"AN4557"|"ACT"|12.5|"230"|"Oak St"||207||"02359"|"N"|""|9|7/8/2025 2:07:00 PM|0|"N"||"Plymouth"|"MA"|"B"|"B"|0|0|0|0|0|0|1|14000|0|0|1|1|14000|293159|6.73|20|"J"|"N"
"CI"|73401089|"CN237396"|"NB1286"|"ACT"|1|"25"|"Nimble Hill Rd"||1154||"03801"|"N"|"Call list agent"|5|7/8/2025 2:29:00 PM|0|"N"||"Rockingham"|"NH"|"B"|"B"|0|0|0|0|0|0|1|63161|0|0|2|||924343|21.22|384||"N"
"CI"|73401093|"TM329119"|"AN6884"|"ACT"|1800|"130"|"Centre St"|"101A"|320||"01923"|"N"|"Charming Office Space for Lease – 850 Sq Ft Welcome to this versatile office suite featuring four rooms totaling 850 square feet. With high ceilings and abundant natural light, this space offers flexibility for conference rooms, private offices, or meeting areas. A shared kitchenette provides added convenience for day-to-day operations. Located in a building full of historic charm, this property is ideally situated just minutes from Route 1 and I-95, making commuting easy and efficient. Perfect for small businesses, startups, or professional practices looking for a functional and character-rich workspace."|9|7/8/2025 2:39:00 PM|0|"N"||"Essex"|"MA"|"E"|"B"|0|0|1|850|0|0|0|0|0|0|3|||115434|2.65|10|"A,N,S,U"|"N"
